cons_id,def_id,english,arabic
11161,,"The most important issue that needs to be addressed is who you are trying to connect to and what needs to happen at their end. Most major labs will not deal with individuals practices, in such cases a third party vendor will act an an intermediary who will be responsible for setting up a connection between the practice and the lab through their (the intermediary's) interface",
11162,,"The most popular maker of Security Keys is Yubico it offers regular USB versions as well as those made for devices that require USB-C connections, such as Apple’s newer Mac OS systems",
11163,,The most popular open-source Electronic Health Record and Medical Practice Management solution.,
11164,,"The Name cell contains the name, date of birth, patient ID and date of last visit",
11165,,The Narrative Block contains information that is rendered as readable text,
11166,,The National Uniform Claim Committee (NUCC) is responsible for the maintenance of the 1500 Claim Form,
11167,,The Nav Bar allows one to quickly navigate to various parts of the patient's medical record,
11168,125838,The new category will be a sub-category of ,المجموعة الجديدة ستكون من ضمن المجموعة التالية
11169,,The new list,
11170,125839,The new password can not be the same as the current password.,كلمة السر الجديدة لا يمكن ان تكون نفس الحالية
11171,125840,The new password fields are not the same.,حقول كلمة السر ليسو متشابهين
11172,,The new password is the same as the current password. Click Okay to accept anyway.,
11173,,"The NewCrop eRx Partner Name, NewCrop eRx Name and NewCrop eRx Password will be provided by the vendor",
11174,,"The next box is Body Site, not relevant for a blood test but may be more useful in say tracking injections or ordering X-rays",
11175,,"The next few lines will list all the E/M and CPT codes that were billed, one line per code",
11176,,The next group consists of the ICD codes,
11177,,The next three cells are the action cells that let you perform some recall activity,
11178,,The next two boxes denoting the Identifying Code and Standard Code are very important,
11179,,The Notes cell lets you add a note to an action that you take in the 3 action cells or just a note without any association to the action,
11180,,The Number of Future Appointments to Display on the Statement.,
11181,125841,The number of staged files is incorrect. Only place the file that you wish to install/upgrade to.,رقم الملفات المعروضة غير صحيح. الرجاء وضع الملف الذي تريد تثبيتة
11182,125842,The number of staged files is incorrect. Only place the files that you wish to install/upgrade to.,رقم الملفات المعروضة غير صحيح. الرجاء وضع الملف الذي تريد تثبيتة/ ترقيتة
11183,,The Office: Phone cell lets you indicate a phone call was made,
11184,,The option Span Entire Row is useful when using Static Text in allowing text to wrap and span entire row regardless of column settings. Another use could be to create an empty row as spacer or add additional option Add Bottom Border to create a line break.Only Bottom Border Row is useful here.,
11185,,The options for Outline and Border will either wrap a row in thin border or add a border to the bottom of an item.,
11186,,"The order in which the Category, Procedure or Result appears",
11187,,"The other 4 transaction types are simple transaction types - Patient Request, Physician Request, Legal and Billing",
11188,,The other Segments contain additional information in a strictly structured fashion,
11189,125843,The page will be redirected to Demographics. You can edit the country field and clickthrough to NewCrop again.,الصفحة يتوجهك الي الديموجرافيا. بإمكانك تحرير حقل الدولة و تتقدم الي نظام الوصفة الإلكترونية مرة اخري.
11190,,The page you requested was not found. Please check that you typed the URL correctly.,
11191,,The parts of the program to which access can be controlled are called Access Control Objects (ACOs). ,
11192,125844,"The password must be at least eight characters, and should",كلمة السر يجب الا تقل عن 8 أحرف و يجب ان
11193,,The password you entered is invalid,
11194,,The Past Ocular History (POH) and Past Medical History (PMH) are negative.,
11195,,The patient already registered to the group,
11196,125845,The patient record request has been recorded.,تم تسجيل طلبك للحصول علي سجل المريض
11197,125846,The patient reminders have been sent,لقد تم ظبط تذكيرات المريض
11198,125847,The patient reminders have been updated,لقد تم تحديث تذكيرات المريض
11199,,The patient was not logged in when submitting this form,
11200,,The patient will have to change their credentials at the first login,
11201,,The Patients Rights,
11202,,"The Payment, Adjustment and Balance will be blank as these lines reflect only the charges being made",
11203,125848,The payments posted cannot go below this date.This ensures that after taking the final report nobody post for previous dates.,المدفوعات المعلنة لا يمكن ات تجدول تحت هذا التاريخ لمنع التلاعب فى توايخ سابقة بعد الحصول على التقرير
11204,,The pop-up form heading will now read Enter Details for Individual Custom Favorite Item,
